,logFC,AveExpr,t,P.Value,adj.P.Val,B
AT4G18430,-0.816167334645899,4.27915595327738,-1.84918790409196,0.0787582259969949,0.184383935488604,-4.94394221427024
AT2G46040,0.276471424887436,3.5663990792703,1.84913924380621,0.0787655284191117,0.184383935488604,-4.8355213473154
AT2G24945,0.34129157245081,2.53895486600105,1.84869748060555,0.0788318506294549,0.18449965777903,-4.61195715003274
AT3G45260,-0.590428230807969,3.03458256162714,-1.84869337238061,0.0788324676288292,0.18449965777903,-4.72835351176327
AT1G20140,0.331084584927255,3.81198714241983,1.84847960872362,0.0788645778337144,0.18455431846522,-4.90407583642767
AT1G64550,0.166328921213082,6.72916130983704,1.84824407782996,0.0788999709955643,0.18458364822062,-5.20160900104875
AT1G30280,0.457496952310542,2.83411785133737,1.8482424682451,0.0789002129151347,0.18458364822062,-4.7241519252032
AT3G18200,-0.669813325377087,5.15212831310247,-1.8481822728869,0.0789092607038065,0.18458364822062,-5.06764129980751
AT1G05207,-2.11458520241909,-2.13782325915169,-1.84811726393141,0.0789190330276249,0.18458364822062,-4.06551465220849
AT2G34610,0.514374532021563,3.82960359191917,1.84810489248859,0.0789208928563778,0.18458364822062,-4.97616554010395
AT1G12070,0.588012234806541,0.252361185183025,1.84791665510753,0.0789491957554607,0.184595686437486,-4.25328476467235
AT1G16489,0.491374130575505,0.87479612822751,1.84776117340809,0.0789725802747736,0.184595686437486,-4.362001758682
AT2G21540,-0.446506823109019,4.18532682940959,-1.84774847710121,0.0789744900722043,0.184595686437486,-4.9839107412258
AT3G53680,0.588822383093439,2.02884101875148,1.8477293234194,0.0789773712739044,0.184595686437486,-4.53995054433118
AT2G24430,0.402294803774292,3.88420370512442,1.8477262894028,0.0789778276757136,0.184595686437486,-4.96579166039526
AT4G11020,-1.20221714060404,-0.802930712267289,-1.84772127889147,0.0789785814032108,0.184595686437486,-4.1465579465121
AT3G05680,0.152709581190846,6.59742406032922,1.84721683353302,0.079054496891933,0.184730502763991,-5.20037123173667
AT4G03635,-0.336945386006326,2.12942801275347,-1.84716692627967,0.0790620110452672,0.184730502763991,-4.54967133826869
AT1G64460,-0.230287561606962,5.42737080944809,-1.84716333361467,0.0790625519894082,0.184730502763991,-5.13927422905773
AT5G05950,0.17442261648669,4.48456710479169,1.84697982259652,0.0790901873659031,0.184774592671311,-5.00732451463221
AT4G30975,0.482042040518663,0.901017867271093,1.84638314913775,0.0791801001788307,0.184940291932731,-4.36278747653878
AT1G28240,-0.264937303493869,5.60548407282734,-1.846319510547,0.0791896951509004,0.184940291932731,-5.15248574087425
AT3G42860,0.349766821558089,2.57217596476633,1.84627678397384,0.0791961377277517,0.184940291932731,-4.6503842402492
AT3G04790,-0.759056137855551,5.81232939459663,-1.84627633348096,0.0791962056582906,0.184940291932731,-5.15929465577014
AT1G68750,-1.59392068088549,-2.22697602907535,-1.84609005422532,0.0792242993625582,0.184985404360072,-4.07019311608648
AT3G15095,0.222428349538534,5.69815976859295,1.84567785798072,0.0792864956555277,0.185104549048602,-5.1564744256548
AT4G14440,-0.366643272789625,5.87948285227523,-1.84563551006289,0.0792928879463415,0.185104549048602,-5.17976184848267
AT1G79510,-0.968819534738602,3.3908152778948,-1.84536257935267,0.0793340968077395,0.185166883931542,-4.75989837225324
AT5G14220,-0.177817580076848,4.41919962349478,-1.84534230810519,0.0793371582386,0.185166883931542,-5.00153401018286
AT3G18820,-0.222118118318289,7.03172798979281,-1.84517343830329,0.0793626655218478,0.185197202967364,-5.20760657202334
AT1G05350,0.218312890676794,5.24009084674759,1.84513998286659,0.07936771971571,0.185197202967364,-5.1224273616428
AT4G30200,-0.137067834668572,7.40393078331603,-1.84487848791545,0.079407234070337,0.185268898085523,-5.20781441005554
AT1G22850,-0.945116253785494,4.81446877917517,-1.84447162779846,0.0794687486079626,0.185391901356336,-5.02932790963484
AT5G28750,-0.751612003424294,4.47047916160045,-1.84433078835596,0.079490052279203,0.185421080230784,-4.99199166677272
AT1G33390,0.26542252391814,4.63614637704373,1.84385648855268,0.0795618325210626,0.185562556609886,-5.04247332010493
AT5G43270,0.244403947186091,4.25803055015217,1.84381371393124,0.0795683087854252,0.185562556609886,-4.96565593918692
AT1G48160,0.218471035315117,5.35837482061485,1.84373618411265,0.0795800483106785,0.18556940468906,-5.1360642340349
AT5G25755,-0.551803335320398,1.15348488546817,-1.84364521143568,0.0795938252735712,0.185581001743931,-4.39923125171475
AT4G25070,-0.636646030841424,5.1139401478503,-1.84327498167407,0.07964991458472,0.185691240814631,-5.09018419311855
AT3G47380,1.23908355309923,0.358552778439662,1.84307675608269,0.0796799596671944,0.185740744198215,-4.17583469721758
AT5G53110,-0.455902897945849,4.30681107922912,-1.84291666142194,0.0797042324557654,0.185755909217748,-4.96867722380912
AT2G05310,-1.80241223550762,3.03124766516452,-1.84290897827287,0.0797053975003646,0.185755909217748,-4.61544267449039
AT2G25460,-0.643889527616686,2.81550349755305,-1.84285949656855,0.079712901080823,0.185755909217748,-4.63746410585731
AT1G29030,0.28671283686448,4.11156332211483,1.84254135679437,0.0797611596398873,0.185847821953004,-4.97025248570561
AT5G61810,0.237448710564553,3.42545749838483,1.84240429196964,0.0797819588301757,0.185875739626448,-4.84623299042826
AT4G19550,0.529591044562524,1.8871003739617,1.84226049160201,0.079803785205195,0.185904855279818,-4.52620851597339
AT1G62040,-0.207905898407832,4.86257706387229,-1.84215995776763,0.0798190475724242,0.185904855279818,-5.06292123724117
AT4G00165,-1.82778925847045,1.20525569926583,-1.84210082039848,0.0798280265974206,0.185904855279818,-4.28384606022256
AT1G54890,0.578457458301206,4.82161980751144,1.84208958916304,0.0798297319730982,0.185904855279818,-5.05056436249152
AT5G64040,-2.28939132476098,5.9800881466197,-1.84202801176655,0.0798390825862015,0.185906093109149,-5.08254397944512
AT3G56620,-0.589810336820671,2.16494120288828,-1.84191118594476,0.0798568253750354,0.185926869770902,-4.58922881440795
AT3G48540,0.474236790604893,1.54913026398571,1.8414772034311,0.0799227660979251,0.186059846421232,-4.49539571277912
AT2G26820,-0.898400706439904,2.8848030933271,-1.84133533977484,0.0799443316231314,0.18608949984713,-4.71844861586428
AT2G38110,-0.380602002681418,5.21668164239072,-1.84096408067032,0.0800007929160653,0.186200365978873,-5.15645162101966
AT5G24105,-0.584665701110036,2.46712629958187,-1.84085370545392,0.0800175855461998,0.186218889745406,-4.5954987256024
AT1G72140,-0.415826130695703,3.74164249163741,-1.84072976472118,0.0800364457157789,0.186224068992492,-4.92418618646554
AT5G52030,0.284421512807871,3.14931454177869,1.84072297275173,0.0800374793677411,0.186224068992492,-4.79812919729791
AT5G44350,0.504797522744606,3.12513509348049,1.84051209033284,0.0800695788011706,0.186269913951806,-4.81013448335109
AT3G61250,1.39384240613755,-0.609019353818572,1.84047742930263,0.0800748557984471,0.186269913951806,-4.12151273444157
AT5G19400,-0.182099417007612,7.28091424059488,-1.84039393603839,0.0800875685449157,0.186278930257842,-5.21535007747105
AT3G49890,0.404928003918034,2.45660387818098,1.83987815780146,0.0801661403488361,0.1864411119322,-4.64519718755774
AT2G03620,-0.21626462053522,3.81848115958428,-1.8397516730599,0.080185418840185,0.186462174869447,-4.91047036769063
AT5G60440,0.62511970661168,0.728128199572317,1.83970267610803,0.0801928879206076,0.186462174869447,-4.29776025497966
AT4G12250,-0.33434814414407,4.27388725142393,-1.83960923675862,0.0802071334682052,0.186474729624988,-4.97334892935798
AT3G49430,0.240082525029763,5.8778882008657,1.83954238944891,0.0802173262087294,0.186477860220557,-5.18752101046225
AT1G03130,-3.99128990555478,4.4215693231465,-1.83880028234543,0.0803305570641443,0.1867047491111,-4.73014930252931
AT5G16050,0.157093079194492,7.31910545359545,1.83878663225456,0.0803326411023567,0.1867047491111,-5.21783545903579
AT1G29340,-0.302115618176246,6.36239032507575,-1.83870918315343,0.0803444665964681,0.186711647652249,-5.20559001056537
AT4G31060,0.421564280748227,1.3798725797291,1.83862694672562,0.0803570247158602,0.186720247024949,-4.45381379251004
AT3G23110,-0.681542773906373,0.507473186610394,-1.8385151791229,0.0803740952106136,0.18673932845142,-4.24961980304255
AT1G10230,0.423873432444821,2.79336154503166,1.83840916998687,0.080390289124273,0.186756369268203,-4.71914858414059
AT3G51330,-0.756352169237159,6.43603372386285,-1.83823131592811,0.0804174644294076,0.186786764700746,-5.20654139229011
AT1G31360,0.323912668547831,3.70032049243038,1.83805841468026,0.0804438906439963,0.186786764700746,-4.92299325143513
AT1G04247,-0.503209605288813,1.72676212253212,-1.83801659587682,0.0804502833638081,0.186786764700746,-4.49297275594703
AT4G01940,-0.267723897757061,4.89774132767903,-1.83798227686215,0.0804555299434027,0.186786764700746,-5.08064613606328
AT1G20900,0.214644715047708,6.13389756284034,1.83798188482967,0.0804555898777785,0.186786764700746,-5.19829095860615
AT5G45710,-0.22593761202275,4.41162205311111,-1.83797568241085,0.080456538115881,0.186786764700746,-5.01979249463213
AT3G60350,-0.133586584107587,5.13209680557284,-1.83786242780732,0.0804738544176906,0.186806392591666,-5.11471434754639
AT2G18710,-0.530204703790551,4.98291517117569,-1.83718851700194,0.0805769606312162,0.187006031992894,-5.07766234154345
AT3G43520,0.195506003518928,5.36604985603782,1.83718239773444,0.0805778973870139,0.187006031992894,-5.15174644582488
AT3G04780,0.220042675657178,6.06768186015456,1.83712639866534,0.0805864703331805,0.187006031992894,-5.20322316134816
AT1G05630,-0.490171537422518,4.40609448558837,-1.83703807969672,0.0805999927765839,0.187016824186064,-4.96947150141719
AT5G08720,-0.731732874753244,4.10541326741812,-1.83666443975318,0.0806572223606515,0.187129016878993,-4.94106922610555
AT1G49560,0.382628000439567,3.43763721406301,1.83646348138062,0.0806880173441764,0.187157799259095,-4.84949547537243
AT4G17480,-0.509766034302315,2.04377788694004,-1.83645841988372,0.0806887931033307,0.187157799259095,-4.63543417713774
AT4G13340,-0.717809294510395,7.51046381189855,-1.83640968001588,0.0806962636369031,0.187157799259095,-5.22139837334125
AT2G21550,-0.505934435006978,3.81205156570872,-1.83612303278573,0.0807402112801771,0.187239125829058,-4.91506685169557
AT4G33010,-1.4488194977127,8.714333738279,-1.83556342260223,0.0808260686603791,0.187417613833549,-5.21569456332782
AT5G44000,-0.367531128475065,3.59912521430223,-1.83535603115444,0.0808579075929875,0.187470819628264,-4.85672842155148
AT3G03550,0.196236728057721,4.78407507803432,1.83527055500064,0.0808710331537188,0.187480631131683,-5.07547764328027
AT4G20110,-0.570066787998552,7.04785820863655,-1.83520082121056,0.0808817427212714,0.187484840176424,-5.22307301982934
AT4G35070,0.619725311922215,0.862926000010203,1.83491566789237,0.0809255488232831,0.18756575802032,-4.33373212899916
AT2G27690,-0.536424738216083,1.38550059130272,-1.83471358320034,0.0809566061913482,0.1876171128533,-4.3867784953657
AT5G49170,-0.691302739701754,-0.092719033993017,-1.83403441793986,0.081061059759781,0.187838533553499,-4.20782968041106
AT1G73370,0.527070992132055,4.03073104733212,1.83393822955549,0.0810758627316732,0.187852185797282,-5.00028120147364
AT5G06080,-0.853263684882077,-0.586310467926666,-1.83349575353493,0.081143988196409,0.187969090166638,-4.15871431420284
AT4G30825,-0.50832153230128,3.293486666285,-1.83346498738718,0.0811487269353915,0.187969090166638,-4.79886153910015
AT4G30740,0.87203224540619,-0.899083338346046,1.83343679952545,0.0811530687669154,0.187969090166638,-4.11964892575441
AT2G45315,0.237083379981522,2.98750115710593,1.83274859046466,0.0812591377622192,0.188194091850976,-4.72430872166531
AT2G37520,-0.159683097654021,4.9990155579686,-1.83258331016463,0.0812846292706798,0.188232449195422,-5.11283015733843
AT3G01280,0.210231940358256,8.45383292105401,1.8323440212396,0.0813215476187183,0.188297256568825,-5.22153665578202
AT5G52570,-3.58166854528307,1.37893282672142,-1.83199883557617,0.0813748298232283,0.188353953357029,-4.22570971828798
AT4G14870,-0.845532585071591,2.93166613689576,-1.83198157541108,0.0813774948676254,0.188353953357029,-4.71807294917345
AT1G11000,0.310988729797096,4.39412238159346,1.8319541222761,0.081381733907426,0.188353953357029,-5.02371020295902
AT5G61350,-1.18663562441186,4.43851308450426,-1.83195385917404,0.0813817745339571,0.188353953357029,-4.95229022080684
AT4G39070,-0.518595549229601,4.00279884057328,-1.83168123815005,0.081423880415631,0.18843071678137,-4.97079408981831
AT1G24400,-2.25479233735933,-2.14520866098896,-1.83148356433494,0.0814544226858285,0.188480705841632,-4.08264782488695
AT1G15020,0.210072859974657,5.24780935403703,1.83134979319773,0.0814750971141018,0.188497972068813,-5.1416139740592
AT3G28430,-0.196873968472353,5.13248095723552,-1.83131957124763,0.0814797685716803,0.188497972068813,-5.13227958988092
AT3G57330,-0.527709033331745,6.80673813258787,-1.83066281854295,0.0815813415668887,0.188712244072206,-5.22699348854989
AT2G45750,-0.663760436533912,5.86673824021153,-1.83040900413933,0.0816206258876388,0.188749518137634,-5.19622947809542
AT3G21510,-0.390384074486104,6.87621277742714,-1.83035922878425,0.0816283318383961,0.188749518137634,-5.23080239424995
AT4G29140,0.313374164741241,5.67353466704364,1.83034113424432,0.081631133294024,0.188749518137634,-5.19222455160118
AT3G15590,0.248775786739748,5.41621474727112,1.83027867888304,0.0816408034797508,0.188749518137634,-5.16919780228624
AT1G53350,0.263678498839474,2.8211952437406,1.83026949743378,0.0816422251602915,0.188749518137634,-4.71858414695296
AT3G49060,-0.183538428144043,5.20960711528437,-1.82999796479332,0.0816842797589348,0.188826035455461,-5.14977776998994
AT4G24540,0.897094178846948,-0.501476181458647,1.82976447418195,0.0817204575430417,0.188856587830156,-4.15082572469094
AT4G15940,-0.221283903157149,5.37457214581954,-1.82974639589792,0.0817232592321683,0.188856587830156,-5.17037446667776
AT3G28580,1.58766709731951,-0.964920984654697,1.82973920583471,0.0817243735382679,0.188856587830156,-4.11690675669268
AT2G38465,0.605103080763241,1.01712732720895,1.82943275953637,0.0817718784626414,0.188945653621888,-4.40219563139872
AT1G08190,-0.18418263443475,7.82033641197512,-1.82935495761353,0.0817839430461614,0.188952818874735,-5.23190225980392
AT5G19970,-0.445692802979668,5.36376154643949,-1.82905198675499,0.0818309388804817,0.189040678531568,-5.14814788939712
AT1G62670,0.376875692484233,2.45610568177633,1.82882877972152,0.0818655770543515,0.189086660995955,-4.67594505358063
AT3G59700,-0.638782279820283,3.4916180175578,-1.82876527802743,0.0818754338370911,0.189086660995955,-4.82737254492663
AT5G03435,1.11295370436405,-1.14410224208532,1.82875033538956,0.0818777533952125,0.189086660995955,-4.09801282249036
AT3G61710,-0.204440739159564,5.17607065874085,-1.82853790251031,0.0819107357162712,0.18914210854409,-5.13751053716571
AT3G52820,-0.868775868173099,2.68676132773451,-1.82808365881991,0.0819813003841634,0.189268304858817,-4.60204195714345
AT2G16280,-0.436093264015883,6.23820877941556,-1.82807050854413,0.0819833440069192,0.189268304858817,-5.22110983562781
AT5G40550,0.380562083184791,3.21353975732278,1.82795522907641,0.0820012609473104,0.189278989263144,-4.81593900861353
AT1G62515,-1.40509032246615,-1.0913384084988,-1.82792519011893,0.0820059302153841,0.189278989263144,-4.1108259098327
AT5G66730,-0.174786052707526,5.78972357396202,-1.82763891983529,0.0820504398008961,0.189358217608505,-5.19169896744228
AT1G12100,-0.905654730082092,-0.253784130613753,-1.82758888188299,0.0820582219095681,0.189358217608505,-4.16076158834007
AT3G13470,-0.560734752543956,6.34905363191236,-1.82720435242733,0.0821180469573966,0.189444334461186,-5.22809611621613
AT2G44090,-0.162653680559499,5.75217689263003,-1.82719250159562,0.082119891311256,0.189444334461186,-5.19984208864936
AT1G07230,-0.250369085578164,5.65417246844006,-1.82717573132437,0.0821225013428046,0.189444334461186,-5.18258346174398
AT3G25470,0.253445503274653,4.99416501263091,1.82693198951409,0.082160444110964,0.189511123958761,-5.11567969494857
AT3G54850,-0.208338914668499,4.74922643666995,-1.8267349349915,0.0821911303211686,0.189561162710091,-5.07519832811604
AT5G15570,0.212537164962185,3.85952336933874,1.82663697792889,0.0822063883436773,0.189575611671012,-4.9282976141303
AT2G28160,-0.729053292739755,5.78316167116438,-1.82637393700712,0.0822473724141924,0.189649377651627,-5.20046233643365
AT5G59680,0.738150198401502,3.68918861333252,1.82554120714183,0.0823772362637734,0.189928047734917,-4.87833015618012
AT2G38330,-0.581800816940365,2.72202901487631,-1.82542279846274,0.0823957165258288,0.189949880179842,-4.71168188929079
AT1G14210,0.275179096205551,6.54490890651735,1.82449599067649,0.0825404897945479,0.190246502619647,-5.23720097524437
AT5G40570,0.567947992805657,1.21443738584219,1.82448355262615,0.082542434201105,0.190246502619647,-4.44074340581003
AT1G61500,0.41848663687414,2.09256010664521,1.82402972739519,0.0826134067222477,0.190369734457482,-4.60657887296743
AT4G12690,-0.588422944247515,3.1967154485957,-1.82402146675501,0.0826146990736094,0.190369734457482,-4.75364082606642
AT4G28750,-3.13614559305304,5.35253646045803,-1.82396845264117,0.082622993384796,0.190369734457482,-4.96120693793014
AT4G18940,-1.38385876443,1.47898619901286,-1.82383739120449,0.0826435016814881,0.19039617655145,-4.39857229022199
AT3G21295,-0.21963724744595,4.60655284706167,-1.82327426993269,0.0827316684482564,0.19057432897042,-5.05804678732948
AT5G16180,-0.329248554425135,3.8142042036589,-1.82322803045041,0.0827389117048046,0.19057432897042,-4.92699635528319
AT5G05430,-1.13427183742221,-1.63261823190518,-1.82295429949271,0.0827818020211737,0.190636924390628,-4.09824404625637
AT1G44920,-0.878551417267923,3.66855093293305,-1.822939159416,0.0827841748516037,0.190636924390628,-4.88214105360334
AT2G32450,-0.278393247467862,4.86208538594322,-1.82260005155805,0.0828373370770743,0.190738510713788,-5.10014129866743
AT2G37678,-0.224418144070093,4.14150311162238,-1.82234441362329,0.0828774332793118,0.19080999274005,-4.99641870887799
AT4G15560,-0.681509101650645,7.33504351631297,-1.82222517416878,0.0828961414764097,0.190832222597217,-5.24460374249933
AT3G26440,-0.507080152212303,6.70842903828206,-1.82173086316001,0.0829737360891377,0.190989993094455,-5.24378556687282
AT5G39600,0.335759642024922,4.7302165639592,1.82159861072406,0.082994507160863,0.191008394314775,-5.0852724680882
AT4G15480,-0.927946261914058,2.25774778441199,-1.82156458045942,0.0829998525580331,0.191008394314775,-4.68893794150224
AT1G69220,0.178274195649875,5.99219301920866,1.82121624255905,0.0830545859086532,0.191113488806289,-5.22285381041777
AT3G21390,0.262776030987358,4.06954803337114,1.82107921710125,0.0830761249318571,0.191125986872322,-4.9955830016769
AT2G43240,0.213538960307323,4.38764233824171,1.82106633101178,0.0830781507453077,0.191125986872322,-5.05787834769858
AT5G02000,0.592470805304498,0.333115314613537,1.82100753165667,0.0830873950975466,0.191126395532113,-4.28348175407939
AT1G34180,-0.464735976115938,2.44208538469502,-1.82054987989207,0.0831593770453491,0.191252599747452,-4.61956478055012
AT2G41300,0.483241228005774,3.14172450688497,1.82054334923303,0.0831604046150446,0.191252599747452,-4.85654073179331
AT4G20330,-0.202156027287064,5.47167222907031,-1.82015707681267,0.0832212024764349,0.191371544475101,-5.18923088979295
AT2G32765,0.671369495023823,0.292895712127914,1.819647230908,0.0833015095160451,0.19153532074588,-4.28876663664853
AT2G20650,-0.330504732308055,4.44788950780439,-1.81937984739287,0.0833436526537511,0.191611320530164,-5.06028367752501
AT2G30170,-0.90551453978771,2.52373959729945,-1.81925108431892,0.0833639540088778,0.191636683461741,-4.64864016237202
AT1G53240,0.194045366056018,8.55384549585449,1.81918382208776,0.0833745605786536,0.191636683461741,-5.24208980269877
AT4G21570,0.245346837524477,6.1069620119953,1.81913691946644,0.0833819573392355,0.191636683461741,-5.2318448036564
AT3G17750,0.142194079068288,5.38040350672472,1.81870241795228,0.0834505073647545,0.191773323367385,-5.17464185931301
AT5G40840,0.31905300111353,3.62526024970954,1.81851162435871,0.0834806237837385,0.191821620815479,-4.92433691574925
AT3G25410,-0.419503009709354,3.96550620848294,-1.81841600785567,0.0834957202267854,0.191835398624592,-4.97434793770911
AT3G13672,0.603503206939949,0.710167483947492,1.81814216912582,0.0835389684749624,0.191882591792758,-4.36941997039311
AT1G35910,0.4435820338761,1.96743317673754,1.81806606300336,0.0835509916214585,0.191882591792758,-4.62006275734337
AT1G55170,0.219649189385371,3.48895387372752,1.81805949558675,0.0835520292039037,0.191882591792758,-4.88580492628014
AT2G21120,-0.245170456662899,5.54737346406685,-1.81792251849889,0.0835736726896346,0.191882591792758,-5.18023528755966
AT2G32230,0.435436904727965,4.10717566743589,1.8179036586611,0.0835766530778897,0.191882591792758,-5.00726079993162
AT5G57950,0.246800079949895,3.92468637871355,1.81786385403414,0.0835829436389705,0.191882591792758,-4.97983171729263
AT5G51270,-1.27143968892636,3.37873093329154,-1.81783263109907,0.0835878782724174,0.191882591792758,-4.75762138531651
AT1G09220,0.556905287346209,0.565725559090365,1.81782501742888,0.0835890816144636,0.191882591792758,-4.33995586219063
AT3G62050,0.452884827885416,1.12958864558539,1.81770963985896,0.0836073189046508,0.191903558635675,-4.42696551964723
AT5G66250,-0.295787560383161,5.91822989511545,-1.81761329723549,0.0836225500631875,0.191917621701904,-5.22015169161725
AT5G19800,-1.17890612857158,3.62984494494064,-1.81732135779619,0.0836687185656416,0.192002676612642,-4.79031454220416
AT3G11550,-0.594583837650316,6.20584357360943,-1.81675364909555,0.0837585617786081,0.19217351677277,-5.23456942125158
AT2G16060,0.869760656171913,4.9342110448095,1.81673573528452,0.0837613981076001,0.19217351677277,-5.09112066255984
AT1G17590,0.385815813376987,3.47466342440424,1.81619796574739,0.0838465830872759,0.192346272762792,-4.91784889030876
AT4G28330,0.569142605371266,0.82736479523183,1.81614520107919,0.0838549452889022,0.192346272762792,-4.39103121787181
AT2G06530,-0.228684041717573,6.21104383807407,-1.81560734209395,0.0839402271120717,0.192498887129378,-5.24343036777755
AT3G46000,-0.178084165626423,6.57967350471125,-1.8155864764235,0.0839435370480807,0.192498887129378,-5.2527620308394
AT3G47810,-0.190592807124009,6.6773240647464,-1.81555283241916,0.0839488742590308,0.192498887129378,-5.2537040024271
AT1G08030,0.286817512064463,4.79798738972599,1.81528679609606,0.0839910880611242,0.192574737473189,-5.1175973020686
AT1G02620,-2.46317726092264,-2.92432313921345,-1.81517422200404,0.084008956514238,0.192594758381744,-4.11328247563873
AT5G26146,-1.95250647177411,-1.68661756625675,-1.81482569637716,0.0840642975893424,0.192700673464913,-4.10583787863095
AT1G80190,0.24051248947446,3.34480103908466,1.81472897373227,0.0840796614279489,0.192706007444718,-4.85080926721971
AT2G31290,0.295876259542433,2.75187219569323,1.81469594883496,0.0840849078024912,0.192706007444718,-4.71787438904101
AT1G75130,-0.207126969940159,5.088480862099,-1.81453331819459,0.0841107476484974,0.192727140703374,-5.13705944464065
AT1G01960,0.134024906464851,7.61588235625629,1.8145228298186,0.084112414348721,0.192727140703374,-5.25684014140526
AT3G48660,0.652380948830543,2.0655243134403,1.81429878461447,0.0841480240623775,0.192787778201817,-4.60383854681023
AT3G49500,0.205473826739405,5.3241347691866,1.8140573618062,0.0841864104280959,0.192854763293226,-5.18008163288908
AT3G53120,-0.27014245755397,4.48273755695674,-1.81355915578487,0.0842656735571933,0.192982571776912,-5.07255896461209
AT3G06740,0.31328448975312,3.57687992225421,1.81355235753635,0.0842667555868966,0.192982571776912,-4.91316756412287
AT2G18640,-1.54782258552057,0.399305604008224,-1.81353406802404,0.0842696666606486,0.192982571776912,-4.2262815429997
AT2G02710,-0.561138213339336,6.03441308909619,-1.81340068948271,0.0842908986690443,0.19299074861838,-5.23616595335238
AT2G47920,0.777824276869393,0.212348847852201,1.81339661364841,0.0842915475583219,0.19299074861838,-4.27076348463326
AT5G06560,-0.219645237781096,5.57404235235709,-1.81323989011528,0.0843165018686718,0.19301792282909,-5.19693203039937
AT3G60250,0.18686980990207,6.14129184907994,1.81320706544644,0.0843217291903742,0.19301792282909,-5.24257204457851
AT3G21810,-0.208942365990404,4.30166423803501,-1.81273936265211,0.0843962413456014,0.193167510050519,-5.04634701673195
AT1G27120,0.353747536344615,3.04871014538421,1.81264002783274,0.0844120742505616,0.193182773336428,-4.80703889457383
AT3G51790,0.250711933957654,4.07712922870055,1.81251624869966,0.0844318069267437,0.193187726248545,-4.99991086631824
AT5G50920,-0.515825698655235,8.76872284738665,-1.81251147856776,0.0844325674538824,0.193187726248545,-5.25212002319717
AT5G66270,0.554976849749509,1.5397353377961,1.81239402353775,0.0844512958019561,0.193209606631781,-4.5132998935814
AT5G44480,-0.483886628265956,5.91020287537075,-1.81195228966035,0.0845217631090057,0.193336982742329,-5.23348049506132
AT5G04690,0.884740944795724,-0.289326603946443,1.81189938221282,0.0845302065578672,0.193336982742329,-4.23894890140165
AT3G15351,0.20425215884324,3.40325716215048,1.81187256707403,0.0845344862398505,0.193336982742329,-4.87950697212387
AT4G34040,-0.141131050593317,5.55317457778775,-1.81179725148891,0.0845465075738242,0.193343499637255,-5.20690106481686
AT1G74830,-1.18167643409803,2.68182086301338,-1.81167002833995,0.0845668173927599,0.193368967419392,-4.67385197276774
AT1G09180,0.835133486967936,-1.0653556269686,1.81152266392832,0.0845903478448707,0.193401793120377,-4.13902461282596
AT3G53900,0.429804032212628,3.66116591974209,1.81144271176625,0.0846031166066345,0.193408966435632,-4.94930909083813
AT2G27340,0.394297580460166,2.92476542785676,1.81138812520196,0.0846118353163851,0.193408966435632,-4.79595345243214
AT1G79000,-0.207532223457231,7.03753142422101,-1.81130234301097,0.0846255382500825,0.193419315440935,-5.2626196707119
AT5G04480,0.197065303777386,5.29844234591518,1.81113794128079,0.0846518053334152,0.193458375588507,-5.18235190404623
AT1G76420,1.39263351657523,-1.2263322469268,1.81073918518135,0.084715545505986,0.193565156951907,-4.1182516805884
AT5G16390,0.246718163450381,6.38433799908027,1.81073074815429,0.0847168945938468,0.193565156951907,-5.25427654124696
AT3G22630,0.251291984404292,5.4209908525234,1.81059669418359,0.0847383324414278,0.193593155723995,-5.2010577212143
AT5G15130,-0.667617284696144,4.48963479361296,-1.8104103125508,0.0847681463301823,0.193640282254036,-5.0374622656646
AT1G76090,0.252569960765522,7.43922637078417,1.81010867184521,0.0848164165302464,0.193723031965909,-5.26449887042337
AT1G62820,-0.160702638404611,4.73296647944365,-1.81003190599587,0.0848287048309169,0.193723031965909,-5.10637296765417
AT2G24140,-0.471957438061883,1.65173617739895,-1.80997127273236,0.084838411798798,0.193723031965909,-4.56225081516402
AT5G12850,0.193126439239383,5.9592040154679,1.80995429176201,0.0848411305080298,0.193723031965909,-5.24001953020211
AT5G39030,-2.40034806991171,-1.85453866628297,-1.80965330572481,0.0848893319153095,0.193812099726495,-4.10779026805033
AT2G45740,-1.52455221318363,3.32583283700646,-1.80949663968212,0.0849144306035152,0.193848407745517,-4.7234323449491
AT4G16790,0.324249388572041,4.75529940358034,1.80941891482074,0.0849268849077576,0.193855845571795,-5.13441572275147
AT5G04140,-3.07459955261724,6.23520923342768,-1.8087323517886,0.0850369657521543,0.194086101998204,-5.10688858568561
AT2G43445,0.494810581407412,0.848179982808599,1.80863822860371,0.0850520667459215,0.194099552560791,-4.36974659934716
AT2G18300,-2.61580241718872,2.52367471756311,-1.80855719394738,0.0850650696986834,0.194108212735251,-4.55896099576813
AT1G77270,0.854533910100292,0.0406760759195962,1.80845212844325,0.085081931249014,0.194125674935514,-4.26871014662351
AT1G71070,0.257434803964246,5.74389144183395,1.8083880751064,0.085092212340841,0.194128120794906,-5.23130553744715
AT5G63410,-0.275673099002758,5.33780722587654,-1.80816975365004,0.0851272628462635,0.194187068585568,-5.18999257997901
AT1G17870,-1.58322874809715,2.55828875053961,-1.80809821341718,0.0851387510268343,0.194192260511325,-4.63960577781111
AT3G03220,0.27000627521367,4.69660879863928,1.80798902835721,0.085156286939031,0.194211244041412,-5.12788021321848
